episode,reward
18100,0.04397731179099347
18200,0.04232574679943101
18300,0.04514834205933682
18400,0.03973242953977881
18500,0.04045503403797922
18600,0.04548313134621683
18700,0.04333116036505867
18800,0.044091074681238615
18900,0.04255457025920873
19000,0.04463464837049743
19100,0.04296584376056815
19200,0.04438057836486969
19300,0.040299488677867056
19400,0.0446739900779589
19500,0.044677052904900996
19600,0.04312196812196812
19700,0.04457257184430702
19800,0.04477332457293035
19900,0.04272123119972018
20000,0.04242664029014177
20100,0.04823770491803279
20200,0.044551221059308595
20300,0.04287616511318243
20400,0.04534635224760501
20500,0.04245564005069709
20600,0.04041879468845761
20700,0.04055052264808363
20800,0.04302109402931713
20900,0.04109529025191676
21000,0.042094126231302445
21100,0.04697916666666667
21200,0.045392781316348205
21300,0.04530201342281879
21400,0.04596844181459566
21500,0.043552249637155295
21600,0.04466211085801063
21700,0.044500000000000005
21800,0.04419585687382298
21900,0.04205771212641704
22000,0.045134350036310826
22100,0.04586440677966102
22200,0.04358654179673951
22300,0.043696788648244965
22400,0.04575100401606426
22500,0.04175925925925926
22600,0.0424561403508772
22700,0.04571877454831108
22800,0.045434083601286174
22900,0.048858237547892716
23000,0.046752821259555884
23100,0.039819587628865984
23200,0.043997751967028854
23300,0.04611481481481481
23400,0.04502688172043011
23500,0.04448947778643803
23600,0.04501569858712715
23700,0.04399461745482507
23800,0.044127383951061534
23900,0.04796112944627797
24000,0.044664282876440205
24100,0.04492549335481273
24200,0.04282894736842106
24300,0.04311198428290766
24400,0.046552373775433316
24500,0.045143856920684296
24600,0.04238278516445066
24700,0.04541901540774146
24800,0.04418188736681888
24900,0.0439717125382263
25000,0.041327769347496206
25100,0.04339482085846045
25200,0.04342026825633383
25300,0.044073770491803284
25400,0.04584036838066002
25500,0.04172608542181433
25600,0.04432841614906832
25700,0.04623515894293374
25800,0.044570970328789095
25900,0.044339977435125986
26000,0.039807762060210375
26100,0.04559392789373814
26200,0.04320957668285912
26300,0.04280522662311148
26400,0.045214676034348165
26500,0.040352512155591574
26600,0.043678068410462775
26700,0.038905822586948025
26800,0.04044374009508716
26900,0.03843368752459662
27000,0.04217868912486269
27100,0.044048903272204246
27200,0.04134908536585366
27300,0.04482701125468946
27400,0.044877001171417415
27500,0.0422536231884058
27600,0.04139479095270734
27700,0.043780959752321984
27800,0.04292271479011377
27900,0.042724070450097844
28000,0.04035923467395548
28100,0.04483448806774441
28200,0.04152713504417333
28300,0.04078634445723054
28400,0.04404974016332591
28500,0.04210913312693498
28600,0.03896103896103896
28700,0.040978481526593585
28800,0.046069157392686806
28900,0.04066740823136819
29000,0.04299674267100977
29100,0.04378069290279178
29200,0.04299430740037951
29300,0.040951859956236326
29400,0.0406324248777079
29500,0.044446153846153844
29600,0.041451791651274474
29700,0.0410749063670412
29800,0.041020198562136255
29900,0.04300595238095239
