episode,reward
18100,0.043706591070163
18200,0.04363334715885525
18300,0.045148055654655725
18400,0.04303812549642574
18500,0.04255773871078938
18600,0.04257575757575758
18700,0.04450973053892216
18800,0.043396512509476876
18900,0.046
19000,0.046042899408284016
19100,0.043965936739659366
19200,0.04507619738751814
19300,0.043131462333825706
19400,0.03807205825986969
19500,0.04044524236983842
19600,0.043643556895252456
19700,0.04418899348298335
19800,0.04129745669001105
19900,0.039900000000000005
20000,0.03659376120473288
20100,0.040934022257551675
20200,0.044498601677986416
20300,0.04306177606177606
20400,0.042137342543681434
20500,0.04345753205128205
20600,0.04328835774865073
20700,0.04224548440065681
20800,0.04470630891950689
20900,0.04269984917043741
21000,0.04330414921964218
21100,0.042231520223152026
21200,0.043917567026810725
21300,0.04586858006042296
21400,0.038564742589703584
21500,0.04100279664402717
21600,0.04488613663603675
21700,0.04238162048404069
21800,0.040591526778577136
21900,0.042195028680688335
22000,0.04038775510204082
22100,0.042139755230951446
22200,0.040031859816806056
22300,0.037189767086674305
22400,0.04153353428786737
22500,0.04213271960107403
22600,0.042469831053901855
22700,0.042387941293137645
22800,0.04087814313346228
22900,0.03994219653179191
23000,0.0433921200750469
23100,0.042682743029389604
23200,0.04146997060058799
23300,0.042978547854785484
23400,0.03962328767123288
23500,0.04232080588919023
23600,0.04117000392618768
23700,0.04223552123552123
23800,0.04238228252194733
23900,0.03905835010060362
24000,0.04072632423756019
24100,0.04531758326878389
24200,0.03865834004834811
24300,0.04101104209799862
24400,0.04227968556061233
24500,0.04095278604849
24600,0.038683360258481424
24700,0.04280257186081694
24800,0.040553158101216166
24900,0.041370539104024294
25000,0.03839399624765478
25100,0.0393991245523279
25200,0.04136069935385785
25300,0.04540995345506624
25400,0.04167680608365019
25500,0.03962933439617377
25600,0.04261486738886813
25700,0.041133462282398454
25800,0.045084082909659755
25900,0.04437932289770659
26000,0.04451977401129944
26100,0.0429351410773177
26200,0.0429718574108818
26300,0.04244914564686737
26400,0.04419540229885058
26500,0.040214508580343214
26600,0.03942212016838882
26700,0.04302996254681647
26800,0.043694060211554114
26900,0.040123816460305904
27000,0.04061568627450981
27100,0.039980923311713094
27200,0.03958899082568808
27300,0.043913525498891354
27400,0.03866993064055488
27500,0.03781883194278903
27600,0.03878019323671498
27700,0.04446915351506456
27800,0.04115876859218264
27900,0.045505984766050056
28000,0.04092313218390805
28100,0.039647487844408434
28200,0.039597602739726026
28300,0.04102872670807453
28400,0.040711477987421384
28500,0.04030973451327433
28600,0.03949318568994889
28700,0.043203481143804394
28800,0.04280927835051546
28900,0.04523586744639376
29000,0.0459083119108826
29100,0.04352055352055352
29200,0.04304972804972805
29300,0.041638418079096046
29400,0.04348484848484848
29500,0.040811026767878546
29600,0.040492196878751496
29700,0.04570585565138448
29800,0.039097303634232125
29900,0.03694901645925332
