episode,reward
100,0.03674500965872505
200,0.03921001300390117
300,0.03703885194259713
400,0.03620157696263285
500,0.037902745616936816
600,0.036380175658720204
700,0.03921299397186872
800,0.033775510204081635
900,0.036981197771587745
1000,0.037410549612689054
1100,0.036556451612903225
1200,0.031324803962030544
1300,0.03421153846153847
1400,0.03457552809884416
1500,0.035943152454780365
1600,0.0327408256880734
1700,0.03319575471698113
1800,0.03068356374807988
1900,0.031766455931573075
2000,0.032866135123793536
2100,0.03271914893617022
2200,0.031495098039215685
2300,0.03414224306369676
2400,0.03248425196850394
2500,0.03364741641337386
2600,0.03161278335191379
2700,0.034445294567712316
2800,0.035
2900,0.03267513314215486
3000,0.03294047143427887
3100,0.030625252117789433
3200,0.03238502238502238
3300,0.03128464419475655
3400,0.030744282744282744
3500,0.03372489579386131
3600,0.034085483249903736
3700,0.033387423935091275
3800,0.03280392156862745
3900,0.03506634499396864
4000,0.03653307392996109
4100,0.034023965983764975
4200,0.03484218629715166
4300,0.03438387715930902
4400,0.03345307068366164
4500,0.03714285714285714
4600,0.0357027122226136
4700,0.034391553328561204
4800,0.037674844379348225
4900,0.03646269245953415
5000,0.03823051348356114
5100,0.03703213610586012
5200,0.03933333333333333
5300,0.03804275709546628
5400,0.03977572559366755
5500,0.03956183057448881
5600,0.03987919969799924
5700,0.042351623740201565
5800,0.04043328220858895
5900,0.04025182481751825
6000,0.042907137907137904
6100,0.04366471019809244
6200,0.04321827411167513
6300,0.040442930153321975
6400,0.044147707385369266
6500,0.04226513182324545
6600,0.045590039696860346
6700,0.03882116788321168
6800,0.042496537396121886
6900,0.04154362416107382
7000,0.03956882255389718
7100,0.04316612141039622
7200,0.040105226236408276
7300,0.03972597988206729
7400,0.043608247422680414
7500,0.036400996264009965
7600,0.037793774319066144
7700,0.0367685892981237
7800,0.04182559376107763
7900,0.04
8000,0.03880705792098197
8100,0.04459262261856506
8200,0.04099927060539752
8300,0.04002954209748892
8400,0.040169430425378516
8500,0.04072601240423203
8600,0.03785637727759915
8700,0.041376545272302036
8800,0.04205903021784962
8900,0.038568
9000,0.042425897035881434
9100,0.04095864661654135
9200,0.03767264402899657
9300,0.0376145038167939
9400,0.038212187958883995
9500,0.037663416395810764
9600,0.039594484995944854
9700,0.039806084921430965
9800,0.04003301540719002
9900,0.036327619047619046
